"cantidad(-1)","cantidad(-2)","cantidad(-3)","cantidad(-4)","cantidad(-5)","cantidad(-6)","cantidad(-7)","cantidad(-8)","cantidad(-9)","cantidad(-10)","cantidad(-11)","temperatura_media_media(-1)","temperatura_media_media(-2)","temperatura_media_media(-3)","temperatura_media_media(-4)","temperatura_media_media(-5)","temperatura_media_media(-6)","temperatura_media_media(-7)","temperatura_media_media(-8)","temperatura_media_media(-9)","temperatura_media_media(-10)","temperatura_media_media(-11)","indice(-1)","indice(-2)","indice(-3)","indice(-4)","indice(-5)","indice(-6)","indice(-7)","indice(-8)","indice(-9)","indice(-10)","indice(-11)","humedad_min_media_porc(-1)","humedad_min_media_porc(-2)","humedad_min_media_porc(-3)","humedad_min_media_porc(-4)","humedad_min_media_porc(-5)","humedad_min_media_porc(-6)","humedad_min_media_porc(-7)","humedad_min_media_porc(-8)","humedad_min_media_porc(-9)","humedad_min_media_porc(-10)","humedad_min_media_porc(-11)","humedad_max_media_porc(-1)","humedad_max_media_porc(-2)","humedad_max_media_porc(-3)","humedad_max_media_porc(-4)","humedad_max_media_porc(-5)","humedad_max_media_porc(-6)","humedad_max_media_porc(-7)","humedad_max_media_porc(-8)","humedad_max_media_porc(-9)","humedad_max_media_porc(-10)","humedad_max_media_porc(-11)","lluvia_mm(-1)","lluvia_mm(-2)","lluvia_mm(-3)","lluvia_mm(-4)","lluvia_mm(-5)","lluvia_mm(-6)","lluvia_mm(-7)","lluvia_mm(-8)","lluvia_mm(-9)","lluvia_mm(-10)","lluvia_mm(-11)","humedad_media_media_porc(-1)","humedad_media_media_porc(-2)","humedad_media_media_porc(-3)","humedad_media_media_porc(-4)","humedad_media_media_porc(-5)","humedad_media_media_porc(-6)","humedad_media_media_porc(-7)","humedad_media_media_porc(-8)","humedad_media_media_porc(-9)","humedad_media_media_porc(-10)","humedad_media_media_porc(-11)","temperatura_max_media(-1)","temperatura_max_media(-2)","temperatura_max_media(-3)","temperatura_max_media(-4)","temperatura_max_media(-5)","temperatura_max_media(-6)","temperatura_max_media(-7)","temperatura_max_media(-8)","temperatura_max_media(-9)","temperatura_max_media(-10)","temperatura_max_media(-11)","nivel(-1)","nivel(-2)","nivel(-3)","nivel(-4)","nivel(-5)","nivel(-6)","nivel(-7)","nivel(-8)","nivel(-9)","nivel(-10)","nivel(-11)","cantidad","temperatura_min_media(-1)","temperatura_min_media(-2)","temperatura_min_media(-3)","temperatura_min_media(-4)","temperatura_min_media(-5)","temperatura_min_media(-6)","temperatura_min_media(-7)","temperatura_min_media(-8)","temperatura_min_media(-9)","temperatura_min_media(-10)","temperatura_min_media(-11)"
820,814,741,322,202,205,146,118,78,61,55,27.143,28.286,29.143,26.286,28.571,29.286,28.429,29.571,25.714,27.143,24.857,7.174,6.932,6.691,6.45,6.209,5.967,5.726,5.485,5.243,5.002,7.719,29.857,24.143,37.286,43.286,39.286,38.714,41.143,37.571,44.714,41.286,28.286,77.143,72.571,77.143,84.0,77.714,79.571,79.857,82.429,87.714,81.286,75.143,13.3,0.2,0.6,46.0,0.8,2.0,16.0,0.0,43.0,23.6,0.0,49.571,43.571,58.571,64.143,58.857,57.143,60.143,60.0,66.714,62.571,50.0,34.143,34.857,34.143,32.571,33.429,34.286,33.714,35.143,31.857,32.714,30.143,0.88,0.9,0.9,0.8,1.0,1.25,1.79,1.82,1.55,1.04,1.22,843,21.286,21.857,24.571,21.143,24.0,24.429,23.714,25.0,20.571,22.714,19.286
843,820,814,741,322,202,205,146,118,78,61,30.0,27.143,28.286,29.143,26.286,28.571,29.286,28.429,29.571,25.714,27.143,7.415,7.174,6.932,6.691,6.45,6.209,5.967,5.726,5.485,5.243,5.002,21.571,29.857,24.143,37.286,43.286,39.286,38.714,41.143,37.571,44.714,41.286,65.857,77.143,72.571,77.143,84.0,77.714,79.571,79.857,82.429,87.714,81.286,0.0,13.3,0.2,0.6,46.0,0.8,2.0,16.0,0.0,43.0,23.6,40.714,49.571,43.571,58.571,64.143,58.857,57.143,60.143,60.0,66.714,62.571,37.0,34.143,34.857,34.143,32.571,33.429,34.286,33.714,35.143,31.857,32.714,0.62,0.88,0.9,0.9,0.8,1.0,1.25,1.79,1.82,1.55,1.04,674,23.0,21.286,21.857,24.571,21.143,24.0,24.429,23.714,25.0,20.571,22.714
674,843,820,814,741,322,202,205,146,118,78,28.143,30.0,27.143,28.286,29.143,26.286,28.571,29.286,28.429,29.571,25.714,7.656,7.415,7.174,6.932,6.691,6.45,6.209,5.967,5.726,5.485,5.243,18.857,21.571,29.857,24.143,37.286,43.286,39.286,38.714,41.143,37.571,44.714,73.857,65.857,77.143,72.571,77.143,84.0,77.714,79.571,79.857,82.429,87.714,6.0,0.0,13.3,0.2,0.6,46.0,0.8,2.0,16.0,0.0,43.0,44.857,40.714,49.571,43.571,58.571,64.143,58.857,57.143,60.143,60.0,66.714,35.714,37.0,34.143,34.857,34.143,32.571,33.429,34.286,33.714,35.143,31.857,0.55,0.62,0.88,0.9,0.9,0.8,1.0,1.25,1.79,1.82,1.55,698,21.143,23.0,21.286,21.857,24.571,21.143,24.0,24.429,23.714,25.0,20.571
698,674,843,820,814,741,322,202,205,146,118,26.286,28.143,30.0,27.143,28.286,29.143,26.286,28.571,29.286,28.429,29.571,7.898,7.656,7.415,7.174,6.932,6.691,6.45,6.209,5.967,5.726,5.485,49.571,18.857,21.571,29.857,24.143,37.286,43.286,39.286,38.714,41.143,37.571,91.571,73.857,65.857,77.143,72.571,77.143,84.0,77.714,79.571,79.857,82.429,66.0,6.0,0.0,13.3,0.2,0.6,46.0,0.8,2.0,16.0,0.0,73.714,44.857,40.714,49.571,43.571,58.571,64.143,58.857,57.143,60.143,60.0,32.143,35.714,37.0,34.143,34.857,34.143,32.571,33.429,34.286,33.714,35.143,1.01,0.55,0.62,0.88,0.9,0.9,0.8,1.0,1.25,1.79,1.82,921,21.714,21.143,23.0,21.286,21.857,24.571,21.143,24.0,24.429,23.714,25.0
921,698,674,843,820,814,741,322,202,205,146,27.571,26.286,28.143,30.0,27.143,28.286,29.143,26.286,28.571,29.286,28.429,8.139,7.898,7.656,7.415,7.174,6.932,6.691,6.45,6.209,5.967,5.726,48.0,49.571,18.857,21.571,29.857,24.143,37.286,43.286,39.286,38.714,41.143,89.714,91.571,73.857,65.857,77.143,72.571,77.143,84.0,77.714,79.571,79.857,47.0,66.0,6.0,0.0,13.3,0.2,0.6,46.0,0.8,2.0,16.0,72.286,73.714,44.857,40.714,49.571,43.571,58.571,64.143,58.857,57.143,60.143,32.714,32.143,35.714,37.0,34.143,34.857,34.143,32.571,33.429,34.286,33.714,1.37,1.01,0.55,0.62,0.88,0.9,0.9,0.8,1.0,1.25,1.79,893,22.714,21.714,21.143,23.0,21.286,21.857,24.571,21.143,24.0,24.429,23.714
893,921,698,674,843,820,814,741,322,202,205,27.286,27.571,26.286,28.143,30.0,27.143,28.286,29.143,26.286,28.571,29.286,8.38,8.139,7.898,7.656,7.415,7.174,6.932,6.691,6.45,6.209,5.967,33.143,48.0,49.571,18.857,21.571,29.857,24.143,37.286,43.286,39.286,38.714,74.714,89.714,91.571,73.857,65.857,77.143,72.571,77.143,84.0,77.714,79.571,0.0,47.0,66.0,6.0,0.0,13.3,0.2,0.6,46.0,0.8,2.0,53.286,72.286,73.714,44.857,40.714,49.571,43.571,58.571,64.143,58.857,57.143,32.571,32.714,32.143,35.714,37.0,34.143,34.857,34.143,32.571,33.429,34.286,1.38,1.37,1.01,0.55,0.62,0.88,0.9,0.9,0.8,1.0,1.25,546,21.714,22.714,21.714,21.143,23.0,21.286,21.857,24.571,21.143,24.0,24.429
546,893,921,698,674,843,820,814,741,322,202,25.429,27.286,27.571,26.286,28.143,30.0,27.143,28.286,29.143,26.286,28.571,8.622,8.38,8.139,7.898,7.656,7.415,7.174,6.932,6.691,6.45,6.209,51.571,33.143,48.0,49.571,18.857,21.571,29.857,24.143,37.286,43.286,39.286,81.0,74.714,89.714,91.571,73.857,65.857,77.143,72.571,77.143,84.0,77.714,1.0,0.0,47.0,66.0,6.0,0.0,13.3,0.2,0.6,46.0,0.8,66.857,53.286,72.286,73.714,44.857,40.714,49.571,43.571,58.571,64.143,58.857,30.143,32.571,32.714,32.143,35.714,37.0,34.143,34.857,34.143,32.571,33.429,1.09,1.38,1.37,1.01,0.55,0.62,0.88,0.9,0.9,0.8,1.0,850,21.286,21.714,22.714,21.714,21.143,23.0,21.286,21.857,24.571,21.143,24.0
850,546,893,921,698,674,843,820,814,741,322,24.429,25.429,27.286,27.571,26.286,28.143,30.0,27.143,28.286,29.143,26.286,8.863,8.622,8.38,8.139,7.898,7.656,7.415,7.174,6.932,6.691,6.45,52.571,51.571,33.143,48.0,49.571,18.857,21.571,29.857,24.143,37.286,43.286,86.0,81.0,74.714,89.714,91.571,73.857,65.857,77.143,72.571,77.143,84.0,26.0,1.0,0.0,47.0,66.0,6.0,0.0,13.3,0.2,0.6,46.0,70.857,66.857,53.286,72.286,73.714,44.857,40.714,49.571,43.571,58.571,64.143,29.143,30.143,32.571,32.714,32.143,35.714,37.0,34.143,34.857,34.143,32.571,1.0,1.09,1.38,1.37,1.01,0.55,0.62,0.88,0.9,0.9,0.8,883,20.0,21.286,21.714,22.714,21.714,21.143,23.0,21.286,21.857,24.571,21.143
883,850,546,893,921,698,674,843,820,814,741,22.571,24.429,25.429,27.286,27.571,26.286,28.143,30.0,27.143,28.286,29.143,7.32,8.863,8.622,8.38,8.139,7.898,7.656,7.415,7.174,6.932,6.691,52.714,52.571,51.571,33.143,48.0,49.571,18.857,21.571,29.857,24.143,37.286,89.714,86.0,81.0,74.714,89.714,91.571,73.857,65.857,77.143,72.571,77.143,20.0,26.0,1.0,0.0,47.0,66.0,6.0,0.0,13.3,0.2,0.6,72.143,70.857,66.857,53.286,72.286,73.714,44.857,40.714,49.571,43.571,58.571,26.714,29.143,30.143,32.571,32.714,32.143,35.714,37.0,34.143,34.857,34.143,1.1,1.0,1.09,1.38,1.37,1.01,0.55,0.62,0.88,0.9,0.9,668,18.571,20.0,21.286,21.714,22.714,21.714,21.143,23.0,21.286,21.857,24.571
668,883,850,546,893,921,698,674,843,820,814,23.143,22.571,24.429,25.429,27.286,27.571,26.286,28.143,30.0,27.143,28.286,12.038,7.32,8.863,8.622,8.38,8.139,7.898,7.656,7.415,7.174,6.932,29.429,52.714,52.571,51.571,33.143,48.0,49.571,18.857,21.571,29.857,24.143,86.143,89.714,86.0,81.0,74.714,89.714,91.571,73.857,65.857,77.143,72.571,0.0,20.0,26.0,1.0,0.0,47.0,66.0,6.0,0.0,13.3,0.2,57.857,72.143,70.857,66.857,53.286,72.286,73.714,44.857,40.714,49.571,43.571,29.857,26.714,29.143,30.143,32.571,32.714,32.143,35.714,37.0,34.143,34.857,1.27,1.1,1.0,1.09,1.38,1.37,1.01,0.55,0.62,0.88,0.9,988,16.429,18.571,20.0,21.286,21.714,22.714,21.714,21.143,23.0,21.286,21.857
988,668,883,850,546,893,921,698,674,843,820,24.429,23.143,22.571,24.429,25.429,27.286,27.571,26.286,28.143,30.0,27.143,5.741,12.038,7.32,8.863,8.622,8.38,8.139,7.898,7.656,7.415,7.174,61.857,29.429,52.714,52.571,51.571,33.143,48.0,49.571,18.857,21.571,29.857,93.0,86.143,89.714,86.0,81.0,74.714,89.714,91.571,73.857,65.857,77.143,41.9,0.0,20.0,26.0,1.0,0.0,47.0,66.0,6.0,0.0,13.3,78.429,57.857,72.143,70.857,66.857,53.286,72.286,73.714,44.857,40.714,49.571,29.0,29.857,26.714,29.143,30.143,32.571,32.714,32.143,35.714,37.0,34.143,2.08,1.27,1.1,1.0,1.09,1.38,1.37,1.01,0.55,0.62,0.88,1226,20.429,16.429,18.571,20.0,21.286,21.714,22.714,21.714,21.143,23.0,21.286
1226,988,668,883,850,546,893,921,698,674,843,24.143,24.429,23.143,22.571,24.429,25.429,27.286,27.571,26.286,28.143,30.0,6.786,5.741,12.038,7.32,8.863,8.622,8.38,8.139,7.898,7.656,7.415,56.0,61.857,29.429,52.714,52.571,51.571,33.143,48.0,49.571,18.857,21.571,84.571,93.0,86.143,89.714,86.0,81.0,74.714,89.714,91.571,73.857,65.857,7.0,41.9,0.0,20.0,26.0,1.0,0.0,47.0,66.0,6.0,0.0,71.286,78.429,57.857,72.143,70.857,66.857,53.286,72.286,73.714,44.857,40.714,28.286,29.0,29.857,26.714,29.143,30.143,32.571,32.714,32.143,35.714,37.0,3.1,2.08,1.27,1.1,1.0,1.09,1.38,1.37,1.01,0.55,0.62,1691,19.429,20.429,16.429,18.571,20.0,21.286,21.714,22.714,21.714,21.143,23.0
1691,1226,988,668,883,850,546,893,921,698,674,18.714,24.143,24.429,23.143,22.571,24.429,25.429,27.286,27.571,26.286,28.143,7.83,6.786,5.741,12.038,7.32,8.863,8.622,8.38,8.139,7.898,7.656,35.0,56.0,61.857,29.429,52.714,52.571,51.571,33.143,48.0,49.571,18.857,85.571,84.571,93.0,86.143,89.714,86.0,81.0,74.714,89.714,91.571,73.857,0.0,7.0,41.9,0.0,20.0,26.0,1.0,0.0,47.0,66.0,6.0,64.0,71.286,78.429,57.857,72.143,70.857,66.857,53.286,72.286,73.714,44.857,27.0,28.286,29.0,29.857,26.714,29.143,30.143,32.571,32.714,32.143,35.714,3.8,3.1,2.08,1.27,1.1,1.0,1.09,1.38,1.37,1.01,0.55,1411,12.429,19.429,20.429,16.429,18.571,20.0,21.286,21.714,22.714,21.714,21.143
1411,1691,1226,988,668,883,850,546,893,921,698,22.857,18.714,24.143,24.429,23.143,22.571,24.429,25.429,27.286,27.571,26.286,8.874,7.83,6.786,5.741,12.038,7.32,8.863,8.622,8.38,8.139,7.898,36.429,35.0,56.0,61.857,29.429,52.714,52.571,51.571,33.143,48.0,49.571,83.0,85.571,84.571,93.0,86.143,89.714,86.0,81.0,74.714,89.714,91.571,0.0,0.0,7.0,41.9,0.0,20.0,26.0,1.0,0.0,47.0,66.0,60.429,64.0,71.286,78.429,57.857,72.143,70.857,66.857,53.286,72.286,73.714,29.571,27.0,28.286,29.0,29.857,26.714,29.143,30.143,32.571,32.714,32.143,4.22,3.8,3.1,2.08,1.27,1.1,1.0,1.09,1.38,1.37,1.01,1179,16.714,12.429,19.429,20.429,16.429,18.571,20.0,21.286,21.714,22.714,21.714
1179,1411,1691,1226,988,668,883,850,546,893,921,26.857,22.857,18.714,24.143,24.429,23.143,22.571,24.429,25.429,27.286,27.571,9.918,8.874,7.83,6.786,5.741,12.038,7.32,8.863,8.622,8.38,8.139,46.429,36.429,35.0,56.0,61.857,29.429,52.714,52.571,51.571,33.143,48.0,76.714,83.0,85.571,84.571,93.0,86.143,89.714,86.0,81.0,74.714,89.714,22.0,0.0,0.0,7.0,41.9,0.0,20.0,26.0,1.0,0.0,47.0,62.0,60.429,64.0,71.286,78.429,57.857,72.143,70.857,66.857,53.286,72.286,31.714,29.571,27.0,28.286,29.0,29.857,26.714,29.143,30.143,32.571,32.714,4.26,4.22,3.8,3.1,2.08,1.27,1.1,1.0,1.09,1.38,1.37,1379,21.857,16.714,12.429,19.429,20.429,16.429,18.571,20.0,21.286,21.714,22.714
1379,1179,1411,1691,1226,988,668,883,850,546,893,20.429,26.857,22.857,18.714,24.143,24.429,23.143,22.571,24.429,25.429,27.286,10.963,9.918,8.874,7.83,6.786,5.741,12.038,7.32,8.863,8.622,8.38,35.143,46.429,36.429,35.0,56.0,61.857,29.429,52.714,52.571,51.571,33.143,79.143,76.714,83.0,85.571,84.571,93.0,86.143,89.714,86.0,81.0,74.714,0.0,22.0,0.0,0.0,7.0,41.9,0.0,20.0,26.0,1.0,0.0,56.857,62.0,60.429,64.0,71.286,78.429,57.857,72.143,70.857,66.857,53.286,26.143,31.714,29.571,27.0,28.286,29.0,29.857,26.714,29.143,30.143,32.571,4.09,4.26,4.22,3.8,3.1,2.08,1.27,1.1,1.0,1.09,1.38,655,14.0,21.857,16.714,12.429,19.429,20.429,16.429,18.571,20.0,21.286,21.714
655,1379,1179,1411,1691,1226,988,668,883,850,546,17.286,20.429,26.857,22.857,18.714,24.143,24.429,23.143,22.571,24.429,25.429,12.007,10.963,9.918,8.874,7.83,6.786,5.741,12.038,7.32,8.863,8.622,63.0,35.143,46.429,36.429,35.0,56.0,61.857,29.429,52.714,52.571,51.571,89.0,79.143,76.714,83.0,85.571,84.571,93.0,86.143,89.714,86.0,81.0,74.3,0.0,22.0,0.0,0.0,7.0,41.9,0.0,20.0,26.0,1.0,78.429,56.857,62.0,60.429,64.0,71.286,78.429,57.857,72.143,70.857,66.857,20.857,26.143,31.714,29.571,27.0,28.286,29.0,29.857,26.714,29.143,30.143,3.49,4.09,4.26,4.22,3.8,3.1,2.08,1.27,1.1,1.0,1.09,332,14.429,14.0,21.857,16.714,12.429,19.429,20.429,16.429,18.571,20.0,21.286
332,655,1379,1179,1411,1691,1226,988,668,883,850,16.571,17.286,20.429,26.857,22.857,18.714,24.143,24.429,23.143,22.571,24.429,13.051,12.007,10.963,9.918,8.874,7.83,6.786,5.741,12.038,7.32,8.863,76.714,63.0,35.143,46.429,36.429,35.0,56.0,61.857,29.429,52.714,52.571,94.286,89.0,79.143,76.714,83.0,85.571,84.571,93.0,86.143,89.714,86.0,3.2,74.3,0.0,22.0,0.0,0.0,7.0,41.9,0.0,20.0,26.0,87.143,78.429,56.857,62.0,60.429,64.0,71.286,78.429,57.857,72.143,70.857,19.143,20.857,26.143,31.714,29.571,27.0,28.286,29.0,29.857,26.714,29.143,4.15,3.49,4.09,4.26,4.22,3.8,3.1,2.08,1.27,1.1,1.0,274,14.143,14.429,14.0,21.857,16.714,12.429,19.429,20.429,16.429,18.571,20.0
274,332,655,1379,1179,1411,1691,1226,988,668,883,20.429,16.571,17.286,20.429,26.857,22.857,18.714,24.143,24.429,23.143,22.571,7.264,13.051,12.007,10.963,9.918,8.874,7.83,6.786,5.741,12.038,7.32,44.714,76.714,63.0,35.143,46.429,36.429,35.0,56.0,61.857,29.429,52.714,87.143,94.286,89.0,79.143,76.714,83.0,85.571,84.571,93.0,86.143,89.714,0.0,3.2,74.3,0.0,22.0,0.0,0.0,7.0,41.9,0.0,20.0,69.714,87.143,78.429,56.857,62.0,60.429,64.0,71.286,78.429,57.857,72.143,26.0,19.143,20.857,26.143,31.714,29.571,27.0,28.286,29.0,29.857,26.714,4.16,4.15,3.49,4.09,4.26,4.22,3.8,3.1,2.08,1.27,1.1,250,14.857,14.143,14.429,14.0,21.857,16.714,12.429,19.429,20.429,16.429,18.571
250,274,332,655,1379,1179,1411,1691,1226,988,668,20.143,20.429,16.571,17.286,20.429,26.857,22.857,18.714,24.143,24.429,23.143,4.976,7.264,13.051,12.007,10.963,9.918,8.874,7.83,6.786,5.741,12.038,42.143,44.714,76.714,63.0,35.143,46.429,36.429,35.0,56.0,61.857,29.429,95.143,87.143,94.286,89.0,79.143,76.714,83.0,85.571,84.571,93.0,86.143,0.0,0.0,3.2,74.3,0.0,22.0,0.0,0.0,7.0,41.9,0.0,72.571,69.714,87.143,78.429,56.857,62.0,60.429,64.0,71.286,78.429,57.857,26.0,26.0,19.143,20.857,26.143,31.714,29.571,27.0,28.286,29.0,29.857,4.09,4.16,4.15,3.49,4.09,4.26,4.22,3.8,3.1,2.08,1.27,179,13.714,14.857,14.143,14.429,14.0,21.857,16.714,12.429,19.429,20.429,16.429
179,250,274,332,655,1379,1179,1411,1691,1226,988,19.857,20.143,20.429,16.571,17.286,20.429,26.857,22.857,18.714,24.143,24.429,4.972,4.976,7.264,13.051,12.007,10.963,9.918,8.874,7.83,6.786,5.741,56.571,42.143,44.714,76.714,63.0,35.143,46.429,36.429,35.0,56.0,61.857,93.143,95.143,87.143,94.286,89.0,79.143,76.714,83.0,85.571,84.571,93.0,96.1,0.0,0.0,3.2,74.3,0.0,22.0,0.0,0.0,7.0,41.9,78.857,72.571,69.714,87.143,78.429,56.857,62.0,60.429,64.0,71.286,78.429,24.571,26.0,26.0,19.143,20.857,26.143,31.714,29.571,27.0,28.286,29.0,3.63,4.09,4.16,4.15,3.49,4.09,4.26,4.22,3.8,3.1,2.08,80,15.286,13.714,14.857,14.143,14.429,14.0,21.857,16.714,12.429,19.429,20.429
80,179,250,274,332,655,1379,1179,1411,1691,1226,16.0,19.857,20.143,20.429,16.571,17.286,20.429,26.857,22.857,18.714,24.143,7.664,4.972,4.976,7.264,13.051,12.007,10.963,9.918,8.874,7.83,6.786,76.429,56.571,42.143,44.714,76.714,63.0,35.143,46.429,36.429,35.0,56.0,96.286,93.143,95.143,87.143,94.286,89.0,79.143,76.714,83.0,85.571,84.571,35.4,96.1,0.0,0.0,3.2,74.3,0.0,22.0,0.0,0.0,7.0,88.429,78.857,72.571,69.714,87.143,78.429,56.857,62.0,60.429,64.0,71.286,18.0,24.571,26.0,26.0,19.143,20.857,26.143,31.714,29.571,27.0,28.286,3.6,3.63,4.09,4.16,4.15,3.49,4.09,4.26,4.22,3.8,3.1,71,13.571,15.286,13.714,14.857,14.143,14.429,14.0,21.857,16.714,12.429,19.429
71,80,179,250,274,332,655,1379,1179,1411,1691,15.286,16.0,19.857,20.143,20.429,16.571,17.286,20.429,26.857,22.857,18.714,6.586,7.664,4.972,4.976,7.264,13.051,12.007,10.963,9.918,8.874,7.83,78.429,76.429,56.571,42.143,44.714,76.714,63.0,35.143,46.429,36.429,35.0,97.857,96.286,93.143,95.143,87.143,94.286,89.0,79.143,76.714,83.0,85.571,4.7,35.4,96.1,0.0,0.0,3.2,74.3,0.0,22.0,0.0,0.0,89.857,88.429,78.857,72.571,69.714,87.143,78.429,56.857,62.0,60.429,64.0,18.429,18.0,24.571,26.0,26.0,19.143,20.857,26.143,31.714,29.571,27.0,4.18,3.6,3.63,4.09,4.16,4.15,3.49,4.09,4.26,4.22,3.8,34,12.286,13.571,15.286,13.714,14.857,14.143,14.429,14.0,21.857,16.714,12.429
34,71,80,179,250,274,332,655,1379,1179,1411,20.429,15.286,16.0,19.857,20.143,20.429,16.571,17.286,20.429,26.857,22.857,5.508,6.586,7.664,4.972,4.976,7.264,13.051,12.007,10.963,9.918,8.874,47.857,78.429,76.429,56.571,42.143,44.714,76.714,63.0,35.143,46.429,36.429,84.286,97.857,96.286,93.143,95.143,87.143,94.286,89.0,79.143,76.714,83.0,0.0,4.7,35.4,96.1,0.0,0.0,3.2,74.3,0.0,22.0,0.0,67.429,89.857,88.429,78.857,72.571,69.714,87.143,78.429,56.857,62.0,60.429,25.714,18.429,18.0,24.571,26.0,26.0,19.143,20.857,26.143,31.714,29.571,4.78,4.18,3.6,3.63,4.09,4.16,4.15,3.49,4.09,4.26,4.22,35,14.857,12.286,13.571,15.286,13.714,14.857,14.143,14.429,14.0,21.857,16.714
35,34,71,80,179,250,274,332,655,1379,1179,21.571,20.429,15.286,16.0,19.857,20.143,20.429,16.571,17.286,20.429,26.857,4.429,5.508,6.586,7.664,4.972,4.976,7.264,13.051,12.007,10.963,9.918,58.571,47.857,78.429,76.429,56.571,42.143,44.714,76.714,63.0,35.143,46.429,86.571,84.286,97.857,96.286,93.143,95.143,87.143,94.286,89.0,79.143,76.714,15.1,0.0,4.7,35.4,96.1,0.0,0.0,3.2,74.3,0.0,22.0,75.286,67.429,89.857,88.429,78.857,72.571,69.714,87.143,78.429,56.857,62.0,25.857,25.714,18.429,18.0,24.571,26.0,26.0,19.143,20.857,26.143,31.714,5.2,4.78,4.18,3.6,3.63,4.09,4.16,4.15,3.49,4.09,4.26,27,16.571,14.857,12.286,13.571,15.286,13.714,14.857,14.143,14.429,14.0,21.857
27,35,34,71,80,179,250,274,332,655,1379,19.286,21.571,20.429,15.286,16.0,19.857,20.143,20.429,16.571,17.286,20.429,3.351,4.429,5.508,6.586,7.664,4.972,4.976,7.264,13.051,12.007,10.963,49.0,58.571,47.857,78.429,76.429,56.571,42.143,44.714,76.714,63.0,35.143,86.714,86.571,84.286,97.857,96.286,93.143,95.143,87.143,94.286,89.0,79.143,4.0,15.1,0.0,4.7,35.4,96.1,0.0,0.0,3.2,74.3,0.0,66.429,75.286,67.429,89.857,88.429,78.857,72.571,69.714,87.143,78.429,56.857,24.143,25.857,25.714,18.429,18.0,24.571,26.0,26.0,19.143,20.857,26.143,5.28,5.2,4.78,4.18,3.6,3.63,4.09,4.16,4.15,3.49,4.09,15,13.714,16.571,14.857,12.286,13.571,15.286,13.714,14.857,14.143,14.429,14.0
15,27,35,34,71,80,179,250,274,332,655,10.429,19.286,21.571,20.429,15.286,16.0,19.857,20.143,20.429,16.571,17.286,2.273,3.351,4.429,5.508,6.586,7.664,4.972,4.976,7.264,13.051,12.007,29.0,49.0,58.571,47.857,78.429,76.429,56.571,42.143,44.714,76.714,63.0,80.714,86.714,86.571,84.286,97.857,96.286,93.143,95.143,87.143,94.286,89.0,0.0,4.0,15.1,0.0,4.7,35.4,96.1,0.0,0.0,3.2,74.3,54.0,66.429,75.286,67.429,89.857,88.429,78.857,72.571,69.714,87.143,78.429,16.286,24.143,25.857,25.714,18.429,18.0,24.571,26.0,26.0,19.143,20.857,5.21,5.28,5.2,4.78,4.18,3.6,3.63,4.09,4.16,4.15,3.49,12,4.143,13.714,16.571,14.857,12.286,13.571,15.286,13.714,14.857,14.143,14.429
12,15,27,35,34,71,80,179,250,274,332,21.429,10.429,19.286,21.571,20.429,15.286,16.0,19.857,20.143,20.429,16.571,2.068,2.273,3.351,4.429,5.508,6.586,7.664,4.972,4.976,7.264,13.051,35.429,29.0,49.0,58.571,47.857,78.429,76.429,56.571,42.143,44.714,76.714,71.714,80.714,86.714,86.571,84.286,97.857,96.286,93.143,95.143,87.143,94.286,0.0,0.0,4.0,15.1,0.0,4.7,35.4,96.1,0.0,0.0,3.2,54.0,54.0,66.429,75.286,67.429,89.857,88.429,78.857,72.571,69.714,87.143,28.0,16.286,24.143,25.857,25.714,18.429,18.0,24.571,26.0,26.0,19.143,4.84,5.21,5.28,5.2,4.78,4.18,3.6,3.63,4.09,4.16,4.15,11,15.571,4.143,13.714,16.571,14.857,12.286,13.571,15.286,13.714,14.857,14.143
11,12,15,27,35,34,71,80,179,250,274,18.857,21.429,10.429,19.286,21.571,20.429,15.286,16.0,19.857,20.143,20.429,1.863,2.068,2.273,3.351,4.429,5.508,6.586,7.664,4.972,4.976,7.264,35.0,35.429,29.0,49.0,58.571,47.857,78.429,76.429,56.571,42.143,44.714,74.0,71.714,80.714,86.714,86.571,84.286,97.857,96.286,93.143,95.143,87.143,0.5,0.0,0.0,4.0,15.1,0.0,4.7,35.4,96.1,0.0,0.0,56.143,54.0,54.0,66.429,75.286,67.429,89.857,88.429,78.857,72.571,69.714,24.714,28.0,16.286,24.143,25.857,25.714,18.429,18.0,24.571,26.0,26.0,4.3,4.84,5.21,5.28,5.2,4.78,4.18,3.6,3.63,4.09,4.16,12,13.143,15.571,4.143,13.714,16.571,14.857,12.286,13.571,15.286,13.714,14.857
12,11,12,15,27,35,34,71,80,179,250,12.429,18.857,21.429,10.429,19.286,21.571,20.429,15.286,16.0,19.857,20.143,1.659,1.863,2.068,2.273,3.351,4.429,5.508,6.586,7.664,4.972,4.976,24.429,35.0,35.429,29.0,49.0,58.571,47.857,78.429,76.429,56.571,42.143,74.286,74.0,71.714,80.714,86.714,86.571,84.286,97.857,96.286,93.143,95.143,0.0,0.5,0.0,0.0,4.0,15.1,0.0,4.7,35.4,96.1,0.0,51.0,56.143,54.0,54.0,66.429,75.286,67.429,89.857,88.429,78.857,72.571,19.571,24.714,28.0,16.286,24.143,25.857,25.714,18.429,18.0,24.571,26.0,3.8,4.3,4.84,5.21,5.28,5.2,4.78,4.18,3.6,3.63,4.09,10,5.429,13.143,15.571,4.143,13.714,16.571,14.857,12.286,13.571,15.286,13.714
