"cantidad(-1)","cantidad(-2)","cantidad(-3)","cantidad(-4)","cantidad(-5)","cantidad(-6)","cantidad(-7)","cantidad(-8)","cantidad(-9)","cantidad(-10)","cantidad(-11)","temperatura_media_media(-1)","temperatura_media_media(-2)","temperatura_media_media(-3)","temperatura_media_media(-4)","temperatura_media_media(-5)","temperatura_media_media(-6)","temperatura_media_media(-7)","temperatura_media_media(-8)","temperatura_media_media(-9)","temperatura_media_media(-10)","temperatura_media_media(-11)","indice(-1)","indice(-2)","indice(-3)","indice(-4)","indice(-5)","indice(-6)","indice(-7)","indice(-8)","indice(-9)","indice(-10)","indice(-11)","humedad_min_media_porc(-1)","humedad_min_media_porc(-2)","humedad_min_media_porc(-3)","humedad_min_media_porc(-4)","humedad_min_media_porc(-5)","humedad_min_media_porc(-6)","humedad_min_media_porc(-7)","humedad_min_media_porc(-8)","humedad_min_media_porc(-9)","humedad_min_media_porc(-10)","humedad_min_media_porc(-11)","humedad_max_media_porc(-1)","humedad_max_media_porc(-2)","humedad_max_media_porc(-3)","humedad_max_media_porc(-4)","humedad_max_media_porc(-5)","humedad_max_media_porc(-6)","humedad_max_media_porc(-7)","humedad_max_media_porc(-8)","humedad_max_media_porc(-9)","humedad_max_media_porc(-10)","humedad_max_media_porc(-11)","lluvia_mm(-1)","lluvia_mm(-2)","lluvia_mm(-3)","lluvia_mm(-4)","lluvia_mm(-5)","lluvia_mm(-6)","lluvia_mm(-7)","lluvia_mm(-8)","lluvia_mm(-9)","lluvia_mm(-10)","lluvia_mm(-11)","humedad_media_media_porc(-1)","humedad_media_media_porc(-2)","humedad_media_media_porc(-3)","humedad_media_media_porc(-4)","humedad_media_media_porc(-5)","humedad_media_media_porc(-6)","humedad_media_media_porc(-7)","humedad_media_media_porc(-8)","humedad_media_media_porc(-9)","humedad_media_media_porc(-10)","humedad_media_media_porc(-11)","temperatura_max_media(-1)","temperatura_max_media(-2)","temperatura_max_media(-3)","temperatura_max_media(-4)","temperatura_max_media(-5)","temperatura_max_media(-6)","temperatura_max_media(-7)","temperatura_max_media(-8)","temperatura_max_media(-9)","temperatura_max_media(-10)","temperatura_max_media(-11)","nivel(-1)","nivel(-2)","nivel(-3)","nivel(-4)","nivel(-5)","nivel(-6)","nivel(-7)","nivel(-8)","nivel(-9)","nivel(-10)","nivel(-11)","cantidad","temperatura_min_media(-1)","temperatura_min_media(-2)","temperatura_min_media(-3)","temperatura_min_media(-4)","temperatura_min_media(-5)","temperatura_min_media(-6)","temperatura_min_media(-7)","temperatura_min_media(-8)","temperatura_min_media(-9)","temperatura_min_media(-10)","temperatura_min_media(-11)"
42,63,107,116,157,166,239,240,244,346,349,21.571,16.571,22.143,12.857,22.571,20.0,19.857,22.429,16.429,19.0,22.857,7.395,10.092,10.131,10.17,10.21,10.249,10.288,10.328,10.367,16.346,12.773,45.714,64.0,55.143,37.143,63.857,58.143,39.0,43.571,43.0,53.571,52.0,81.0,94.571,86.143,85.143,95.0,93.0,79.286,87.0,91.714,92.429,92.429,0.0,26.0,0.9,8.0,4.7,9.4,0.0,0.0,0.0,49.0,47.0,66.0,82.286,72.571,61.714,81.571,77.571,62.143,64.143,70.571,75.0,74.0,26.571,19.714,27.143,18.143,26.714,24.0,25.429,27.571,22.429,23.0,27.571,4.11,3.9,3.77,3.79,4.0,4.66,5.05,5.05,4.81,4.38,3.79,33,16.143,13.429,16.857,7.429,18.286,16.286,14.143,17.0,10.143,14.857,18.0
33,42,63,107,116,157,166,239,240,244,346,19.143,21.571,16.571,22.143,12.857,22.571,20.0,19.857,22.429,16.429,19.0,3.29,7.395,10.092,10.131,10.17,10.21,10.249,10.288,10.328,10.367,16.346,58.0,45.714,64.0,55.143,37.143,63.857,58.143,39.0,43.571,43.0,53.571,86.571,81.0,94.571,86.143,85.143,95.0,93.0,79.286,87.0,91.714,92.429,17.0,0.0,26.0,0.9,8.0,4.7,9.4,0.0,0.0,0.0,49.0,75.0,66.0,82.286,72.571,61.714,81.571,77.571,62.143,64.143,70.571,75.0,23.857,26.571,19.714,27.143,18.143,26.714,24.0,25.429,27.571,22.429,23.0,4.58,4.11,3.9,3.77,3.79,4.0,4.66,5.05,5.05,4.81,4.38,21,14.143,16.143,13.429,16.857,7.429,18.286,16.286,14.143,17.0,10.143,14.857
21,33,42,63,107,116,157,166,239,240,244,13.286,19.143,21.571,16.571,22.143,12.857,22.571,20.0,19.857,22.429,16.429,2.389,3.29,7.395,10.092,10.131,10.17,10.21,10.249,10.288,10.328,10.367,38.0,58.0,45.714,64.0,55.143,37.143,63.857,58.143,39.0,43.571,43.0,86.0,86.571,81.0,94.571,86.143,85.143,95.0,93.0,79.286,87.0,91.714,0.4,17.0,0.0,26.0,0.9,8.0,4.7,9.4,0.0,0.0,0.0,64.143,75.0,66.0,82.286,72.571,61.714,81.571,77.571,62.143,64.143,70.571,19.429,23.857,26.571,19.714,27.143,18.143,26.714,24.0,25.429,27.571,22.429,4.68,4.58,4.11,3.9,3.77,3.79,4.0,4.66,5.05,5.05,4.81,17,6.857,14.143,16.143,13.429,16.857,7.429,18.286,16.286,14.143,17.0,10.143
17,21,33,42,63,107,116,157,166,239,240,13.143,13.286,19.143,21.571,16.571,22.143,12.857,22.571,20.0,19.857,22.429,2.344,2.389,3.29,7.395,10.092,10.131,10.17,10.21,10.249,10.288,10.328,37.429,38.0,58.0,45.714,64.0,55.143,37.143,63.857,58.143,39.0,43.571,84.0,86.0,86.571,81.0,94.571,86.143,85.143,95.0,93.0,79.286,87.0,0.0,0.4,17.0,0.0,26.0,0.9,8.0,4.7,9.4,0.0,0.0,61.429,64.143,75.0,66.0,82.286,72.571,61.714,81.571,77.571,62.143,64.143,20.0,19.429,23.857,26.571,19.714,27.143,18.143,26.714,24.0,25.429,27.571,4.6,4.68,4.58,4.11,3.9,3.77,3.79,4.0,4.66,5.05,5.05,9,6.429,6.857,14.143,16.143,13.429,16.857,7.429,18.286,16.286,14.143,17.0
9,17,21,33,42,63,107,116,157,166,239,18.0,13.143,13.286,19.143,21.571,16.571,22.143,12.857,22.571,20.0,19.857,2.298,2.344,2.389,3.29,7.395,10.092,10.131,10.17,10.21,10.249,10.288,45.857,37.429,38.0,58.0,45.714,64.0,55.143,37.143,63.857,58.143,39.0,91.0,84.0,86.0,86.571,81.0,94.571,86.143,85.143,95.0,93.0,79.286,10.0,0.0,0.4,17.0,0.0,26.0,0.9,8.0,4.7,9.4,0.0,67.143,61.429,64.143,75.0,66.0,82.286,72.571,61.714,81.571,77.571,62.143,23.714,20.0,19.429,23.857,26.571,19.714,27.143,18.143,26.714,24.0,25.429,4.1,4.6,4.68,4.58,4.11,3.9,3.77,3.79,4.0,4.66,5.05,9,12.429,6.429,6.857,14.143,16.143,13.429,16.857,7.429,18.286,16.286,14.143
9,9,17,21,33,42,63,107,116,157,166,20.429,18.0,13.143,13.286,19.143,21.571,16.571,22.143,12.857,22.571,20.0,2.252,2.298,2.344,2.389,3.29,7.395,10.092,10.131,10.17,10.21,10.249,42.857,45.857,37.429,38.0,58.0,45.714,64.0,55.143,37.143,63.857,58.143,78.857,91.0,84.0,86.0,86.571,81.0,94.571,86.143,85.143,95.0,93.0,4.0,10.0,0.0,0.4,17.0,0.0,26.0,0.9,8.0,4.7,9.4,60.714,67.143,61.429,64.143,75.0,66.0,82.286,72.571,61.714,81.571,77.571,25.571,23.714,20.0,19.429,23.857,26.571,19.714,27.143,18.143,26.714,24.0,3.42,4.1,4.6,4.68,4.58,4.11,3.9,3.77,3.79,4.0,4.66,13,15.286,12.429,6.429,6.857,14.143,16.143,13.429,16.857,7.429,18.286,16.286
13,9,9,17,21,33,42,63,107,116,157,21.286,20.429,18.0,13.143,13.286,19.143,21.571,16.571,22.143,12.857,22.571,2.206,2.252,2.298,2.344,2.389,3.29,7.395,10.092,10.131,10.17,10.21,41.857,42.857,45.857,37.429,38.0,58.0,45.714,64.0,55.143,37.143,63.857,81.0,78.857,91.0,84.0,86.0,86.571,81.0,94.571,86.143,85.143,95.0,0.0,4.0,10.0,0.0,0.4,17.0,0.0,26.0,0.9,8.0,4.7,60.714,60.714,67.143,61.429,64.143,75.0,66.0,82.286,72.571,61.714,81.571,27.143,25.571,23.714,20.0,19.429,23.857,26.571,19.714,27.143,18.143,26.714,3.0,3.42,4.1,4.6,4.68,4.58,4.11,3.9,3.77,3.79,4.0,8,15.857,15.286,12.429,6.429,6.857,14.143,16.143,13.429,16.857,7.429,18.286
8,13,9,9,17,21,33,42,63,107,116,25.286,21.286,20.429,18.0,13.143,13.286,19.143,21.571,16.571,22.143,12.857,1.735,2.206,2.252,2.298,2.344,2.389,3.29,7.395,10.092,10.131,10.17,30.0,41.857,42.857,45.857,37.429,38.0,58.0,45.714,64.0,55.143,37.143,69.286,81.0,78.857,91.0,84.0,86.0,86.571,81.0,94.571,86.143,85.143,6.3,0.0,4.0,10.0,0.0,0.4,17.0,0.0,26.0,0.9,8.0,47.143,60.714,60.714,67.143,61.429,64.143,75.0,66.0,82.286,72.571,61.714,30.143,27.143,25.571,23.714,20.0,19.429,23.857,26.571,19.714,27.143,18.143,2.75,3.0,3.42,4.1,4.6,4.68,4.58,4.11,3.9,3.77,3.79,10,20.571,15.857,15.286,12.429,6.429,6.857,14.143,16.143,13.429,16.857,7.429
10,8,13,9,9,17,21,33,42,63,107,19.571,25.286,21.286,20.429,18.0,13.143,13.286,19.143,21.571,16.571,22.143,1.265,1.735,2.206,2.252,2.298,2.344,2.389,3.29,7.395,10.092,10.131,40.0,30.0,41.857,42.857,45.857,37.429,38.0,58.0,45.714,64.0,55.143,68.714,69.286,81.0,78.857,91.0,84.0,86.0,86.571,81.0,94.571,86.143,0.9,6.3,0.0,4.0,10.0,0.0,0.4,17.0,0.0,26.0,0.9,52.143,47.143,60.714,60.714,67.143,61.429,64.143,75.0,66.0,82.286,72.571,23.571,30.143,27.143,25.571,23.714,20.0,19.429,23.857,26.571,19.714,27.143,2.4,2.75,3.0,3.42,4.1,4.6,4.68,4.58,4.11,3.9,3.77,19,15.286,20.571,15.857,15.286,12.429,6.429,6.857,14.143,16.143,13.429,16.857
19,10,8,13,9,9,17,21,33,42,63,19.6,19.571,25.286,21.286,20.429,18.0,13.143,13.286,19.143,21.571,16.571,0.795,1.265,1.735,2.206,2.252,2.298,2.344,2.389,3.29,7.395,10.092,30.333,40.0,30.0,41.857,42.857,45.857,37.429,38.0,58.0,45.714,64.0,76.5,68.714,69.286,81.0,78.857,91.0,84.0,86.0,86.571,81.0,94.571,0.2,0.9,6.3,0.0,4.0,10.0,0.0,0.4,17.0,0.0,26.0,50.833,52.143,47.143,60.714,60.714,67.143,61.429,64.143,75.0,66.0,82.286,26.333,23.571,30.143,27.143,25.571,23.714,20.0,19.429,23.857,26.571,19.714,2.13,2.4,2.75,3.0,3.42,4.1,4.6,4.68,4.58,4.11,3.9,8,13.167,15.286,20.571,15.857,15.286,12.429,6.429,6.857,14.143,16.143,13.429
8,19,10,8,13,9,9,17,21,33,42,26.0,19.6,19.571,25.286,21.286,20.429,18.0,13.143,13.286,19.143,21.571,1.557,0.795,1.265,1.735,2.206,2.252,2.298,2.344,2.389,3.29,7.395,21.143,30.333,40.0,30.0,41.857,42.857,45.857,37.429,38.0,58.0,45.714,59.714,76.5,68.714,69.286,81.0,78.857,91.0,84.0,86.0,86.571,81.0,2.0,0.2,0.9,6.3,0.0,4.0,10.0,0.0,0.4,17.0,0.0,40.286,50.833,52.143,47.143,60.714,60.714,67.143,61.429,64.143,75.0,66.0,32.429,26.333,23.571,30.143,27.143,25.571,23.714,20.0,19.429,23.857,26.571,1.9,2.13,2.4,2.75,3.0,3.42,4.1,4.6,4.68,4.58,4.11,12,20.0,13.167,15.286,20.571,15.857,15.286,12.429,6.429,6.857,14.143,16.143
12,8,19,10,8,13,9,9,17,21,33,22.857,26.0,19.6,19.571,25.286,21.286,20.429,18.0,13.143,13.286,19.143,2.995,1.557,0.795,1.265,1.735,2.206,2.252,2.298,2.344,2.389,3.29,41.714,21.143,30.333,40.0,30.0,41.857,42.857,45.857,37.429,38.0,58.0,81.429,59.714,76.5,68.714,69.286,81.0,78.857,91.0,84.0,86.0,86.571,18.1,2.0,0.2,0.9,6.3,0.0,4.0,10.0,0.0,0.4,17.0,61.429,40.286,50.833,52.143,47.143,60.714,60.714,67.143,61.429,64.143,75.0,27.857,32.429,26.333,23.571,30.143,27.143,25.571,23.714,20.0,19.429,23.857,1.7,1.9,2.13,2.4,2.75,3.0,3.42,4.1,4.6,4.68,4.58,13,17.286,20.0,13.167,15.286,20.571,15.857,15.286,12.429,6.429,6.857,14.143
13,12,8,19,10,8,13,9,9,17,21,25.143,22.857,26.0,19.6,19.571,25.286,21.286,20.429,18.0,13.143,13.286,1.701,2.995,1.557,0.795,1.265,1.735,2.206,2.252,2.298,2.344,2.389,18.429,41.714,21.143,30.333,40.0,30.0,41.857,42.857,45.857,37.429,38.0,66.857,81.429,59.714,76.5,68.714,69.286,81.0,78.857,91.0,84.0,86.0,4.0,18.1,2.0,0.2,0.9,6.3,0.0,4.0,10.0,0.0,0.4,39.429,61.429,40.286,50.833,52.143,47.143,60.714,60.714,67.143,61.429,64.143,31.714,27.857,32.429,26.333,23.571,30.143,27.143,25.571,23.714,20.0,19.429,1.46,1.7,1.9,2.13,2.4,2.75,3.0,3.42,4.1,4.6,4.68,14,18.286,17.286,20.0,13.167,15.286,20.571,15.857,15.286,12.429,6.429,6.857
14,13,12,8,19,10,8,13,9,9,17,19.286,25.143,22.857,26.0,19.6,19.571,25.286,21.286,20.429,18.0,13.143,2.563,1.701,2.995,1.557,0.795,1.265,1.735,2.206,2.252,2.298,2.344,21.429,18.429,41.714,21.143,30.333,40.0,30.0,41.857,42.857,45.857,37.429,57.0,66.857,81.429,59.714,76.5,68.714,69.286,81.0,78.857,91.0,84.0,0.0,4.0,18.1,2.0,0.2,0.9,6.3,0.0,4.0,10.0,0.0,36.571,39.429,61.429,40.286,50.833,52.143,47.143,60.714,60.714,67.143,61.429,25.857,31.714,27.857,32.429,26.333,23.571,30.143,27.143,25.571,23.714,20.0,1.24,1.46,1.7,1.9,2.13,2.4,2.75,3.0,3.42,4.1,4.6,15,13.0,18.286,17.286,20.0,13.167,15.286,20.571,15.857,15.286,12.429,6.429
15,14,13,12,8,19,10,8,13,9,9,27.857,19.286,25.143,22.857,26.0,19.6,19.571,25.286,21.286,20.429,18.0,3.425,2.563,1.701,2.995,1.557,0.795,1.265,1.735,2.206,2.252,2.298,33.857,21.429,18.429,41.714,21.143,30.333,40.0,30.0,41.857,42.857,45.857,70.714,57.0,66.857,81.429,59.714,76.5,68.714,69.286,81.0,78.857,91.0,14.0,0.0,4.0,18.1,2.0,0.2,0.9,6.3,0.0,4.0,10.0,51.0,36.571,39.429,61.429,40.286,50.833,52.143,47.143,60.714,60.714,67.143,33.857,25.857,31.714,27.857,32.429,26.333,23.571,30.143,27.143,25.571,23.714,1.08,1.24,1.46,1.7,1.9,2.13,2.4,2.75,3.0,3.42,4.1,23,21.714,13.0,18.286,17.286,20.0,13.167,15.286,20.571,15.857,15.286,12.429
23,15,14,13,12,8,19,10,8,13,9,25.571,27.857,19.286,25.143,22.857,26.0,19.6,19.571,25.286,21.286,20.429,4.288,3.425,2.563,1.701,2.995,1.557,0.795,1.265,1.735,2.206,2.252,36.857,33.857,21.429,18.429,41.714,21.143,30.333,40.0,30.0,41.857,42.857,74.714,70.714,57.0,66.857,81.429,59.714,76.5,68.714,69.286,81.0,78.857,1.6,14.0,0.0,4.0,18.1,2.0,0.2,0.9,6.3,0.0,4.0,55.286,51.0,36.571,39.429,61.429,40.286,50.833,52.143,47.143,60.714,60.714,30.857,33.857,25.857,31.714,27.857,32.429,26.333,23.571,30.143,27.143,25.571,1.09,1.08,1.24,1.46,1.7,1.9,2.13,2.4,2.75,3.0,3.42,28,21.286,21.714,13.0,18.286,17.286,20.0,13.167,15.286,20.571,15.857,15.286
28,23,15,14,13,12,8,19,10,8,13,25.571,25.571,27.857,19.286,25.143,22.857,26.0,19.6,19.571,25.286,21.286,5.15,4.288,3.425,2.563,1.701,2.995,1.557,0.795,1.265,1.735,2.206,25.143,36.857,33.857,21.429,18.429,41.714,21.143,30.333,40.0,30.0,41.857,79.857,74.714,70.714,57.0,66.857,81.429,59.714,76.5,68.714,69.286,81.0,57.2,1.6,14.0,0.0,4.0,18.1,2.0,0.2,0.9,6.3,0.0,52.571,55.286,51.0,36.571,39.429,61.429,40.286,50.833,52.143,47.143,60.714,31.0,30.857,33.857,25.857,31.714,27.857,32.429,26.333,23.571,30.143,27.143,1.1,1.09,1.08,1.24,1.46,1.7,1.9,2.13,2.4,2.75,3.0,22,19.286,21.286,21.714,13.0,18.286,17.286,20.0,13.167,15.286,20.571,15.857
22,28,23,15,14,13,12,8,19,10,8,24.857,25.571,25.571,27.857,19.286,25.143,22.857,26.0,19.6,19.571,25.286,6.012,5.15,4.288,3.425,2.563,1.701,2.995,1.557,0.795,1.265,1.735,39.143,25.143,36.857,33.857,21.429,18.429,41.714,21.143,30.333,40.0,30.0,78.571,79.857,74.714,70.714,57.0,66.857,81.429,59.714,76.5,68.714,69.286,42.0,57.2,1.6,14.0,0.0,4.0,18.1,2.0,0.2,0.9,6.3,60.143,52.571,55.286,51.0,36.571,39.429,61.429,40.286,50.833,52.143,47.143,30.429,31.0,30.857,33.857,25.857,31.714,27.857,32.429,26.333,23.571,30.143,1.79,1.1,1.09,1.08,1.24,1.46,1.7,1.9,2.13,2.4,2.75,27,19.286,19.286,21.286,21.714,13.0,18.286,17.286,20.0,13.167,15.286,20.571
27,22,28,23,15,14,13,12,8,19,10,27.571,24.857,25.571,25.571,27.857,19.286,25.143,22.857,26.0,19.6,19.571,6.874,6.012,5.15,4.288,3.425,2.563,1.701,2.995,1.557,0.795,1.265,46.286,39.143,25.143,36.857,33.857,21.429,18.429,41.714,21.143,30.333,40.0,79.286,78.571,79.857,74.714,70.714,57.0,66.857,81.429,59.714,76.5,68.714,3.0,42.0,57.2,1.6,14.0,0.0,4.0,18.1,2.0,0.2,0.9,62.143,60.143,52.571,55.286,51.0,36.571,39.429,61.429,40.286,50.833,52.143,32.0,30.429,31.0,30.857,33.857,25.857,31.714,27.857,32.429,26.333,23.571,1.75,1.79,1.1,1.09,1.08,1.24,1.46,1.7,1.9,2.13,2.4,56,23.571,19.286,19.286,21.286,21.714,13.0,18.286,17.286,20.0,13.167,15.286
56,27,22,28,23,15,14,13,12,8,19,27.429,27.571,24.857,25.571,25.571,27.857,19.286,25.143,22.857,26.0,19.6,8.066,6.874,6.012,5.15,4.288,3.425,2.563,1.701,2.995,1.557,0.795,36.714,46.286,39.143,25.143,36.857,33.857,21.429,18.429,41.714,21.143,30.333,75.571,79.286,78.571,79.857,74.714,70.714,57.0,66.857,81.429,59.714,76.5,0.3,3.0,42.0,57.2,1.6,14.0,0.0,4.0,18.1,2.0,0.2,54.714,62.143,60.143,52.571,55.286,51.0,36.571,39.429,61.429,40.286,50.833,32.286,32.0,30.429,31.0,30.857,33.857,25.857,31.714,27.857,32.429,26.333,1.36,1.75,1.79,1.1,1.09,1.08,1.24,1.46,1.7,1.9,2.13,55,22.429,23.571,19.286,19.286,21.286,21.714,13.0,18.286,17.286,20.0,13.167
55,56,27,22,28,23,15,14,13,12,8,24.857,27.429,27.571,24.857,25.571,25.571,27.857,19.286,25.143,22.857,26.0,7.719,8.066,6.874,6.012,5.15,4.288,3.425,2.563,1.701,2.995,1.557,28.286,36.714,46.286,39.143,25.143,36.857,33.857,21.429,18.429,41.714,21.143,75.143,75.571,79.286,78.571,79.857,74.714,70.714,57.0,66.857,81.429,59.714,0.0,0.3,3.0,42.0,57.2,1.6,14.0,0.0,4.0,18.1,2.0,50.0,54.714,62.143,60.143,52.571,55.286,51.0,36.571,39.429,61.429,40.286,30.143,32.286,32.0,30.429,31.0,30.857,33.857,25.857,31.714,27.857,32.429,1.22,1.36,1.75,1.79,1.1,1.09,1.08,1.24,1.46,1.7,1.9,61,19.286,22.429,23.571,19.286,19.286,21.286,21.714,13.0,18.286,17.286,20.0
61,55,56,27,22,28,23,15,14,13,12,27.143,24.857,27.429,27.571,24.857,25.571,25.571,27.857,19.286,25.143,22.857,5.002,7.719,8.066,6.874,6.012,5.15,4.288,3.425,2.563,1.701,2.995,41.286,28.286,36.714,46.286,39.143,25.143,36.857,33.857,21.429,18.429,41.714,81.286,75.143,75.571,79.286,78.571,79.857,74.714,70.714,57.0,66.857,81.429,23.6,0.0,0.3,3.0,42.0,57.2,1.6,14.0,0.0,4.0,18.1,62.571,50.0,54.714,62.143,60.143,52.571,55.286,51.0,36.571,39.429,61.429,32.714,30.143,32.286,32.0,30.429,31.0,30.857,33.857,25.857,31.714,27.857,1.04,1.22,1.36,1.75,1.79,1.1,1.09,1.08,1.24,1.46,1.7,78,22.714,19.286,22.429,23.571,19.286,19.286,21.286,21.714,13.0,18.286,17.286
78,61,55,56,27,22,28,23,15,14,13,25.714,27.143,24.857,27.429,27.571,24.857,25.571,25.571,27.857,19.286,25.143,5.243,5.002,7.719,8.066,6.874,6.012,5.15,4.288,3.425,2.563,1.701,44.714,41.286,28.286,36.714,46.286,39.143,25.143,36.857,33.857,21.429,18.429,87.714,81.286,75.143,75.571,79.286,78.571,79.857,74.714,70.714,57.0,66.857,43.0,23.6,0.0,0.3,3.0,42.0,57.2,1.6,14.0,0.0,4.0,66.714,62.571,50.0,54.714,62.143,60.143,52.571,55.286,51.0,36.571,39.429,31.857,32.714,30.143,32.286,32.0,30.429,31.0,30.857,33.857,25.857,31.714,1.55,1.04,1.22,1.36,1.75,1.79,1.1,1.09,1.08,1.24,1.46,118,20.571,22.714,19.286,22.429,23.571,19.286,19.286,21.286,21.714,13.0,18.286
118,78,61,55,56,27,22,28,23,15,14,29.571,25.714,27.143,24.857,27.429,27.571,24.857,25.571,25.571,27.857,19.286,5.485,5.243,5.002,7.719,8.066,6.874,6.012,5.15,4.288,3.425,2.563,37.571,44.714,41.286,28.286,36.714,46.286,39.143,25.143,36.857,33.857,21.429,82.429,87.714,81.286,75.143,75.571,79.286,78.571,79.857,74.714,70.714,57.0,0.0,43.0,23.6,0.0,0.3,3.0,42.0,57.2,1.6,14.0,0.0,60.0,66.714,62.571,50.0,54.714,62.143,60.143,52.571,55.286,51.0,36.571,35.143,31.857,32.714,30.143,32.286,32.0,30.429,31.0,30.857,33.857,25.857,1.82,1.55,1.04,1.22,1.36,1.75,1.79,1.1,1.09,1.08,1.24,146,25.0,20.571,22.714,19.286,22.429,23.571,19.286,19.286,21.286,21.714,13.0
146,118,78,61,55,56,27,22,28,23,15,28.429,29.571,25.714,27.143,24.857,27.429,27.571,24.857,25.571,25.571,27.857,5.726,5.485,5.243,5.002,7.719,8.066,6.874,6.012,5.15,4.288,3.425,41.143,37.571,44.714,41.286,28.286,36.714,46.286,39.143,25.143,36.857,33.857,79.857,82.429,87.714,81.286,75.143,75.571,79.286,78.571,79.857,74.714,70.714,16.0,0.0,43.0,23.6,0.0,0.3,3.0,42.0,57.2,1.6,14.0,60.143,60.0,66.714,62.571,50.0,54.714,62.143,60.143,52.571,55.286,51.0,33.714,35.143,31.857,32.714,30.143,32.286,32.0,30.429,31.0,30.857,33.857,1.79,1.82,1.55,1.04,1.22,1.36,1.75,1.79,1.1,1.09,1.08,205,23.714,25.0,20.571,22.714,19.286,22.429,23.571,19.286,19.286,21.286,21.714
205,146,118,78,61,55,56,27,22,28,23,29.286,28.429,29.571,25.714,27.143,24.857,27.429,27.571,24.857,25.571,25.571,5.967,5.726,5.485,5.243,5.002,7.719,8.066,6.874,6.012,5.15,4.288,38.714,41.143,37.571,44.714,41.286,28.286,36.714,46.286,39.143,25.143,36.857,79.571,79.857,82.429,87.714,81.286,75.143,75.571,79.286,78.571,79.857,74.714,2.0,16.0,0.0,43.0,23.6,0.0,0.3,3.0,42.0,57.2,1.6,57.143,60.143,60.0,66.714,62.571,50.0,54.714,62.143,60.143,52.571,55.286,34.286,33.714,35.143,31.857,32.714,30.143,32.286,32.0,30.429,31.0,30.857,1.25,1.79,1.82,1.55,1.04,1.22,1.36,1.75,1.79,1.1,1.09,202,24.429,23.714,25.0,20.571,22.714,19.286,22.429,23.571,19.286,19.286,21.286
202,205,146,118,78,61,55,56,27,22,28,28.571,29.286,28.429,29.571,25.714,27.143,24.857,27.429,27.571,24.857,25.571,6.209,5.967,5.726,5.485,5.243,5.002,7.719,8.066,6.874,6.012,5.15,39.286,38.714,41.143,37.571,44.714,41.286,28.286,36.714,46.286,39.143,25.143,77.714,79.571,79.857,82.429,87.714,81.286,75.143,75.571,79.286,78.571,79.857,0.8,2.0,16.0,0.0,43.0,23.6,0.0,0.3,3.0,42.0,57.2,58.857,57.143,60.143,60.0,66.714,62.571,50.0,54.714,62.143,60.143,52.571,33.429,34.286,33.714,35.143,31.857,32.714,30.143,32.286,32.0,30.429,31.0,1.0,1.25,1.79,1.82,1.55,1.04,1.22,1.36,1.75,1.79,1.1,322,24.0,24.429,23.714,25.0,20.571,22.714,19.286,22.429,23.571,19.286,19.286
322,202,205,146,118,78,61,55,56,27,22,26.286,28.571,29.286,28.429,29.571,25.714,27.143,24.857,27.429,27.571,24.857,6.45,6.209,5.967,5.726,5.485,5.243,5.002,7.719,8.066,6.874,6.012,43.286,39.286,38.714,41.143,37.571,44.714,41.286,28.286,36.714,46.286,39.143,84.0,77.714,79.571,79.857,82.429,87.714,81.286,75.143,75.571,79.286,78.571,46.0,0.8,2.0,16.0,0.0,43.0,23.6,0.0,0.3,3.0,42.0,64.143,58.857,57.143,60.143,60.0,66.714,62.571,50.0,54.714,62.143,60.143,32.571,33.429,34.286,33.714,35.143,31.857,32.714,30.143,32.286,32.0,30.429,0.8,1.0,1.25,1.79,1.82,1.55,1.04,1.22,1.36,1.75,1.79,741,21.143,24.0,24.429,23.714,25.0,20.571,22.714,19.286,22.429,23.571,19.286
741,322,202,205,146,118,78,61,55,56,27,29.143,26.286,28.571,29.286,28.429,29.571,25.714,27.143,24.857,27.429,27.571,6.691,6.45,6.209,5.967,5.726,5.485,5.243,5.002,7.719,8.066,6.874,37.286,43.286,39.286,38.714,41.143,37.571,44.714,41.286,28.286,36.714,46.286,77.143,84.0,77.714,79.571,79.857,82.429,87.714,81.286,75.143,75.571,79.286,0.6,46.0,0.8,2.0,16.0,0.0,43.0,23.6,0.0,0.3,3.0,58.571,64.143,58.857,57.143,60.143,60.0,66.714,62.571,50.0,54.714,62.143,34.143,32.571,33.429,34.286,33.714,35.143,31.857,32.714,30.143,32.286,32.0,0.9,0.8,1.0,1.25,1.79,1.82,1.55,1.04,1.22,1.36,1.75,814,24.571,21.143,24.0,24.429,23.714,25.0,20.571,22.714,19.286,22.429,23.571
814,741,322,202,205,146,118,78,61,55,56,28.286,29.143,26.286,28.571,29.286,28.429,29.571,25.714,27.143,24.857,27.429,6.932,6.691,6.45,6.209,5.967,5.726,5.485,5.243,5.002,7.719,8.066,24.143,37.286,43.286,39.286,38.714,41.143,37.571,44.714,41.286,28.286,36.714,72.571,77.143,84.0,77.714,79.571,79.857,82.429,87.714,81.286,75.143,75.571,0.2,0.6,46.0,0.8,2.0,16.0,0.0,43.0,23.6,0.0,0.3,43.571,58.571,64.143,58.857,57.143,60.143,60.0,66.714,62.571,50.0,54.714,34.857,34.143,32.571,33.429,34.286,33.714,35.143,31.857,32.714,30.143,32.286,0.9,0.9,0.8,1.0,1.25,1.79,1.82,1.55,1.04,1.22,1.36,820,21.857,24.571,21.143,24.0,24.429,23.714,25.0,20.571,22.714,19.286,22.429
